5.475941440000000426e+01,5.531866666666667243e+01,5.547521200000000619e+01,5.576376444444444047e+01,5.605207333333333963e+01
5.522587199999999541e+01,5.552934222222221905e+01,5.627584000000000231e+01,5.819718888888889552e+01,5.833686799999999550e+01
5.585114000000000090e+01,5.840131280000000658e+01,5.857853599999999972e+01,6.031003333333333671e+01,6.469312000000000751e+01
6.280389000000000976e+01,6.617637333333334482e+01,6.619555333333333635e+01,6.621473333333332789e+01,6.732154719999999770e+01
6.307586240000000544e+01,6.721787777777777251e+01,6.933468000000000586e+01,7.977468888888888898e+01,8.075317333333333636e+01
6.465284199999999259e+01,6.887009777777778652e+01,7.587122399999999800e+01,8.199507833333333906e+01,8.622382079999999860e+01
6.881490200000000357e+01,7.851071166666666556e+01,7.913231111111110749e+01,8.470212222222221499e+01,8.672250080000000594e+01
8.157151999999999248e+01,8.767350000000000421e+01,8.771449040000000252e+01,9.040254000000001611e+01,9.214244000000000767e+01
